GRE Score,GPA,IELTS Score,Research Paper,University Ranking,University Name,Admit Probability,country,course
266,2.6,3.9,84,36,Massachusetts Institute of Technology (MIT),0.52,US,CE/CS
130,0.3,4.3,24,0,University of Virginia,0.32,US,CE/CS
25,2.4,6.8,90,79,Swiss Federal Institute of Technology (ETH Zurich),0.55,US,CE/CS
71,3.7,3.7,24,80,University of Minnesota - Twin Cities,0.08,US,CE/CS
206,3.4,8.7,94,95,University of Michigan - Ann Arbor,0.09,US,CE/CS
197,2.7,5.8,92,11,Case Western Reserve University,0.77,US,CE/CS
36,1.6,8.6,91,79,Washington University in St. Louis,0.25,US,CE/CS
226,1.1,3.6,38,44,University of California,0.58,US,CE/CS
95,3.1,2.7,93,6,Rice University,0.58,US,CE/CS
104,3.4,5.9,95,21,Clemson University,0.69,US,CE/CS
100,1.9,1.1,49,22,University of Oregon,0.27,US,CE/CS
162,1.1,6.5,47,95,Ohio State University,0.12,US,CE/CS
23,0.7,3.2,82,60,Duke University,0.07,US,CE/CS
85,2.2,8.0,79,63,University of California,0.4,US,CE/CS
188,1.1,4.7,1,51,Irvine (UCI),0.01,US,CE/CS
297,1.7,6.1,79,66,San Francisco (UCSF),0.98,US,CE/CS
22,0.8,0.3,49,89,Rutgers,0.05,US,CE/CS
98,0.8,5.3,52,5,San Francisco (UCSF),0.5,US,CE/CS
11,2.3,8.4,16,97,University of Texas at Austin,0.76,US,CE/CS
303,2.2,8.1,2,57,Davis (UC Davis),0.52,US,CE/CS
146,0.2,8.2,70,6,Swiss Federal Institute of Technology (ETH Zurich),0.61,US,CE/CS
226,1.2,2.5,30,4,Arizona State University,0.42,US,CE/CS
265,2.0,4.8,27,17,Riverside,0.39,US,CE/CS
68,3.7,0.7,84,51,Boston University,0.18,US,CE/CS
290,0.4,5.5,50,19,University of California,1.0,US,CE/CS
274,0.3,1.1,14,89,University of Minnesota - Twin Cities,0.75,US,CE/CS
44,0.3,8.8,41,79,Case Western Reserve University,0.57,US,CE/CS
298,0.3,3.2,27,0,University of California,0.89,US,CE/CS
234,3.5,4.7,52,68,Virginia Tech,0.26,US,CE/CS
304,0.3,8.3,7,40,Washington University in St. Louis,0.18,US,CE/CS
272,1.5,4.1,71,92,University of Iowa,0.28,US,CE/CS
166,3.4,1.6,81,88,Case Western Reserve University,0.75,US,CE/CS
108,3.3,6.4,84,93,San Diego (UCSD),0.09,US,CE/CS
273,3.6,4.7,14,24,Princeton University,0.92,US,CE/CS
2,2.9,1.2,18,98,University of California,0.48,US,CE/CS
78,0.8,1.1,77,88,University of Alabama,0.89,US,CE/CS
91,1.1,2.4,21,64,Santa Barbara (UCSB),0.63,US,CE/CS
227,2.6,0.7,46,57,Case Western Reserve University,0.86,US,CE/CS
334,2.1,7.9,92,25,University of California,0.72,US,CE/CS
153,3.9,2.0,49,46,Carnegie Mellon University,0.12,US,CE/CS
75,2.9,0.7,65,80,University of Notre Dame,0.92,US,CE/CS
5,2.8,3.9,32,65,University of Arizona,0.32,US,CE/CS
243,0.2,0.2,93,37,Clemson University,0.69,US,CE/CS
224,3.5,7.2,35,34,University of Colorado Boulder,0.54,US,CE/CS
198,1.2,6.8,18,90,University of Oregon,0.34,US,CE/CS
328,0.7,2.2,70,13,Davis (UC Davis),0.97,US,CE/CS
134,0.3,5.6,8,85,Virginia Tech,0.61,US,CE/CS
57,2.9,6.3,14,16,University of Kansas,0.93,US,CE/CS
262,2.2,6.4,38,20,University of Washington,0.51,US,CE/CS
203,0.5,5.5,15,66,Purdue University,0.25,US,CE/CS
126,1.3,7.3,45,49,University of Pennsylvania,0.9,US,CE/CS
138,0.4,2.3,44,48,Harvard University,0.76,US,CE/CS
46,3.0,4.0,24,97,Michigan State University,0.08,US,CE/CS
104,2.3,2.9,14,71,Pennsylvania State University,0.62,US,CE/CS
300,1.2,1.1,23,83,New York University (NYU),0.64,US,CE/CS
24,2.0,5.7,19,13,University of Oregon,0.23,US,CE/CS
339,2.2,3.3,46,61,University of Pennsylvania,0.66,US,CE/CS
159,1.0,6.8,79,31,Brown University,0.82,US,CE/CS
142,3.5,0.6,65,92,University of Cincinnati,0.88,US,CE/CS
180,2.9,7.9,35,51,University of Pittsburgh,0.94,US,CE/CS
4,1.6,7.5,71,50,University of Alabama,0.41,US,CE/CS
199,3.0,4.3,11,57,University of Oregon,0.15,US,CE/CS
46,1.0,3.7,59,41,University of Texas at Austin,0.18,US,CE/CS
7,1.2,5.1,27,57,Carnegie Mellon University,0.38,US,CE/CS
230,2.0,5.6,56,45,Pennsylvania State University,0.84,US,CE/CS
59,2.4,0.2,46,90,Syracuse University,0.92,US,CE/CS
330,2.1,3.5,52,17,University of California,0.08,US,CE/CS
281,1.4,6.3,60,82,University of California,0.15,US,CE/CS
253,3.6,8.4,9,2,Rice University,0.81,US,CE/CS
283,1.4,3.4,28,62,Santa Barbara (UCSB),0.44,US,CE/CS
271,3.7,7.1,27,30,Stanford University,0.28,US,CE/CS
63,0.1,8.8,16,87,Berkeley,0.18,US,CE/CS
102,3.8,7.3,30,56,Swiss Federal Institute of Technology (ETH Zurich),0.03,US,CE/CS
324,3.3,5.6,19,30,University of Miami,0.15,US,CE/CS
208,1.0,7.8,8,53,University of Miami,0.88,US,CE/CS
247,4.0,5.5,16,43,Boston University,0.46,US,CE/CS
141,4.0,2.0,78,56,Arizona State University,0.34,US,CE/CS
312,2.3,1.6,67,80,Pennsylvania State University,0.77,US,CE/CS
264,3.5,3.7,79,96,University of Southern California (USC),0.87,US,CE/CS
81,2.5,2.4,9,46,University of Utah,0.52,US,CE/CS
229,1.7,0.6,88,87,University of Washington,0.1,US,CE/CS
50,3.2,6.4,98,76,University of California,0.45,US,CE/CS
254,3.8,4.5,56,72,University of California,0.81,US,CE/CS
219,0.2,6.1,30,30,Rice University,0.83,US,CE/CS
81,1.8,7.1,1,25,Colorado State University,0.73,US,CE/CS
87,3.4,1.2,58,44,University of Southern California (USC),0.58,US,CE/CS
53,1.6,4.3,64,59,Brown University,0.68,US,CE/CS
262,1.6,8.5,66,34,The State University of New Jersey,0.29,US,CE/CS
182,2.5,5.4,22,63,University of Pennsylvania,0.81,US,CE/CS
16,3.9,5.7,12,57,University of Illinois Urbana-Champaign,0.06,US,CE/CS
236,2.8,0.2,72,71,New York University (NYU),0.34,US,CE/CS
255,2.5,7.2,4,78,Pennsylvania State University,0.53,US,CE/CS
248,3.5,0.9,18,46,Berkeley,0.96,US,CE/CS
298,0.7,1.5,9,60,University of California,0.69,US,CE/CS
50,3.3,7.5,91,56,University of Southern California (USC),0.47,US,CE/CS
1,3.4,8.8,76,31,Clemson University,0.79,US,CE/CS
136,1.4,4.4,80,16,Purdue University,0.6,US,CE/CS
77,3.5,0.9,11,86,Columbia University,0.63,US,CE/CS
319,0.5,2.2,54,25,Harvard University,0.61,US,CE/CS
340,3.6,4.6,92,31,University of Pittsburgh,0.13,US,CE/CS
216,1.3,4.7,84,89,University of Rochester,0.77,US,CE/CS
128,1.7,2.0,10,44,San Diego (UCSD),0.63,US,CE/CS
183,3.7,1.9,77,26,University of California,0.54,US,CE/CS
137,1.3,6.5,50,64,University of Arizona,0.12,US,CE/CS
63,0.8,0.7,45,10,Iowa State University,0.91,US,CE/CS
146,2.8,1.4,77,43,University of Chicago,0.14,US,CE/CS
146,1.8,2.0,71,85,Boston University,0.83,US,CE/CS
277,3.3,2.2,72,20,George Washington University,0.28,US,CE/CS
85,3.9,8.4,68,94,Carnegie Mellon University,0.14,US,CE/CS
143,3.0,2.0,37,32,Carnegie Mellon University,0.95,US,CE/CS
268,2.9,4.8,22,26,Purdue University,0.38,US,CE/CS
39,0.4,3.2,91,35,Rutgers,0.58,US,CE/CS
69,2.2,1.8,53,25,Rice University,0.79,US,CE/CS
178,2.4,0.4,50,56,University of Pittsburgh,0.77,US,CE/CS
247,2.3,5.4,66,31,University of Pittsburgh,0.52,US,CE/CS
86,1.3,6.4,88,85,Emory University,0.98,US,CE/CS
326,2.1,3.8,7,9,University of Pittsburgh,0.33,US,CE/CS
150,2.9,7.6,96,57,University of Colorado Boulder,1.0,US,CE/CS
115,2.7,0.2,27,83,New York University (NYU),0.35,US,CE/CS
213,3.2,3.2,20,94,University of Kansas,0.89,US,CE/CS
29,0.1,7.5,82,68,University of Alabama,0.38,US,CE/CS
267,3.4,3.6,96,0,Duke University,0.1,US,CE/CS
153,0.0,7.4,72,60,Northwestern University,0.19,US,CE/CS
285,0.2,3.8,11,50,University of Iowa,0.13,US,CE/CS
40,2.1,8.4,48,4,University of California,0.78,US,CE/CS
44,2.9,3.4,14,43,University of Kansas,0.68,US,CE/CS
9,1.2,5.6,68,4,Georgia Institute of Technology,0.18,US,CE/CS
70,3.4,0.1,98,99,University of Iowa,0.09,US,CE/CS
4,2.5,7.1,28,79,University of Arizona,0.47,US,CE/CS
334,1.1,6.2,71,64,University of Pittsburgh,0.41,US,CE/CS
122,2.2,6.9,39,13,Iowa State University,0.78,US,CE/CS
225,0.2,2.9,71,10,University of California,0.21,US,CE/CS
52,0.6,7.8,43,51,Michigan State University,0.15,US,CE/CS
306,2.3,5.7,57,23,Johns Hopkins University,0.38,US,CE/CS
339,1.7,3.7,35,1,College Park,0.34,US,CE/CS
115,2.2,3.3,99,83,Arizona State University,0.52,US,CE/CS
28,0.3,1.8,62,43,University of Alabama,0.73,US,CE/CS
273,2.1,8.5,26,70,University of Chicago,0.32,US,CE/CS
252,1.2,7.9,96,81,Rutgers,0.28,US,CE/CS
302,2.6,1.1,3,21,Massachusetts Institute of Technology (MIT),0.12,US,CE/CS
200,2.3,8.1,100,11,University of Virginia,0.31,US,CE/CS
123,2.5,6.8,77,3,University of Illinois Urbana-Champaign,0.34,US,CE/CS
322,0.9,5.1,36,18,Stanford University,0.51,US,CE/CS
96,2.7,3.1,38,82,Ohio State University,0.42,US,CE/CS
40,3.6,3.9,48,30,University of Alabama,0.49,US,CE/CS
258,2.4,4.3,45,83,Colorado State University,0.17,US,CE/CS
103,1.8,8.5,76,5,University of Notre Dame,0.33,US,CE/CS
151,4.0,4.9,76,1,Santa Barbara (UCSB),0.25,US,CE/CS
135,3.3,1.2,45,88,Boston University,0.87,US,CE/CS
170,2.1,3.5,91,43,University of Utah,0.08,US,CE/CS
166,3.7,7.9,58,68,Vanderbilt University,0.8,US,CE/CS
158,3.8,8.1,21,21,University of Michigan - Ann Arbor,0.9,US,CE/CS
312,0.2,6.3,18,63,California Institute of Technology (Caltech),0.12,US,CE/CS
57,3.2,3.1,7,69,University of New Hampshire,0.13,US,CE/CS
194,1.7,6.5,12,18,Iowa State University,0.57,US,CE/CS
187,2.7,4.8,52,41,University of Pittsburgh,0.84,US,CE/CS
54,0.7,2.8,50,30,University of Michigan - Ann Arbor,0.6,US,CE/CS
168,0.0,0.4,67,26,University of Arizona,0.14,US,CE/CS
212,1.7,7.9,82,50,Berkeley,0.37,US,CE/CS
273,2.6,5.6,57,36,Columbia University,0.36,US,CE/CS
254,3.3,3.0,48,93,Vanderbilt University,0.21,US,CE/CS
330,3.2,7.7,63,27,University of Southern California (USC),0.81,US,CE/CS
231,0.1,6.0,67,34,Purdue University,0.45,US,CE/CS
167,1.5,5.2,78,74,Harvard University,0.99,US,CE/CS
84,2.9,1.1,21,30,University of Illinois Urbana-Champaign,0.79,US,CE/CS
71,1.8,3.0,60,38,Auburn University.,0.94,US,CE/CS
241,0.9,5.4,25,96,University of California,0.46,US,CE/CS
190,2.7,4.5,48,72,Davis (UC Davis),0.87,US,CE/CS
71,3.2,3.4,7,20,Auburn University.,0.5,US,CE/CS
118,1.1,5.2,53,25,Iowa State University,0.35,US,CE/CS
272,2.1,6.2,42,44,Michigan State University,0.47,US,CE/CS
32,4.0,5.0,46,41,The State University of New Jersey,0.34,US,CE/CS
86,1.8,6.1,14,79,Davis (UC Davis),0.03,US,CE/CS
143,2.3,3.3,20,44,Harvard University,0.17,US,CE/CS
99,2.2,8.7,69,34,University of Oklahoma,0.35,US,CE/CS
311,1.2,6.6,64,60,Rutgers,0.79,US,CE/CS
32,4.0,0.1,39,77,Brown University,0.03,US,CE/CS
292,2.5,8.6,88,37,Brown University,0.63,US,CE/CS
338,3.4,1.3,63,83,Swiss Federal Institute of Technology (ETH Zurich),0.52,US,CE/CS
238,3.9,5.9,79,8,University of California,0.92,US,CE/CS
336,3.7,1.9,28,32,The State University of New Jersey,0.94,US,CE/CS
330,3.9,4.7,38,66,Georgia Institute of Technology,0.66,US,CE/CS
338,3.0,5.0,87,32,University of California,0.21,US,CE/CS
82,1.6,5.0,63,27,Stanford University,0.61,US,CE/CS
152,1.9,0.2,45,53,Auburn University.,0.46,US,CE/CS
147,0.3,5.6,98,51,University of Minnesota - Twin Cities,0.56,US,CE/CS
199,2.5,4.8,58,45,University of Michigan - Ann Arbor,0.05,US,CE/CS
188,3.7,2.9,51,97,University of Iowa,0.18,US,CE/CS
190,3.9,5.4,48,54,University of Pittsburgh,0.97,US,CE/CS
217,2.0,3.7,42,97,Pennsylvania State University,0.5,US,CE/CS
161,1.6,4.2,80,62,University of Virginia,0.88,US,CE/CS
66,0.5,6.6,74,43,Florida State University,0.07,US,CE/CS
129,0.5,3.3,49,12,Irvine (UCI),0.38,US,CE/CS
314,3.8,8.4,88,38,Purdue University,0.96,US,CE/CS
6,1.9,7.0,91,69,Duke University,0.6,US,CE/CS
172,1.4,6.9,65,86,Rutgers,0.01,US,CE/CS
316,1.9,5.4,56,30,University of Rochester,0.58,US,CE/CS
134,2.9,0.7,80,92,Berkeley,0.04,US,CE/CS
307,2.3,1.4,79,79,Case Western Reserve University,0.26,US,CE/CS
295,1.2,1.1,23,43,Georgia Institute of Technology,0.02,US,CE/CS
5,1.4,3.3,4,59,College Park,0.13,US,CE/CS
59,3.3,7.1,68,55,University of Illinois Urbana-Champaign,0.42,US,CE/CS
72,3.5,3.7,65,35,University of North Carolina at Chapel Hill,0.53,US,CE/CS
140,0.8,2.5,5,3,Pennsylvania State University,0.89,US,CE/CS
199,3.2,7.5,26,55,University of Florida,0.5,US,CE/CS
240,3.8,7.9,86,39,Case Western Reserve University,0.39,US,CE/CS
331,3.6,8.7,46,37,San Francisco (UCSF),0.78,US,CE/CS
208,3.7,5.6,19,44,University of Nebraska-Lincoln,0.93,US,CE/CS
152,2.3,4.7,52,95,University of Virginia,0.18,US,CE/CS
139,1.5,8.8,18,42,University of Virginia,0.71,US,CE/CS
36,3.2,4.2,78,79,The State University of New Jersey,0.07,US,CE/CS
236,1.3,2.0,39,55,Auburn University.,0.51,US,CE/CS
299,1.3,8.5,37,42,New York University (NYU),0.2,US,CE/CS
295,2.0,0.4,89,61,University of Southern California (USC),0.27,US,CE/CS
118,1.7,0.4,92,46,University of Rochester,0.93,US,CE/CS
209,0.6,0.8,64,2,University of Washington,0.27,US,CE/CS
77,1.2,6.0,99,3,University of California,0.54,US,CE/CS
193,3.2,6.7,83,44,University of Washington,0.86,US,CE/CS
334,0.3,5.3,58,54,University of Florida,0.51,US,CE/CS
243,3.9,6.8,58,83,Rice University,0.65,US,CE/CS
19,0.3,6.7,14,50,University of Pennsylvania,0.83,US,CE/CS
285,3.2,1.8,99,75,Massachusetts Institute of Technology (MIT),0.3,US,CE/CS
241,2.9,5.4,31,95,Clemson University,0.12,US,CE/CS
340,2.3,6.8,15,94,Purdue University,0.33,US,CE/CS
158,2.4,1.7,67,51,Texas A&M University,0.11,US,CE/CS
283,0.2,3.5,66,22,Purdue University,0.57,US,CE/CS
182,2.9,6.8,73,12,Washington University in St. Louis,0.02,US,CE/CS
298,1.1,3.4,40,56,Georgia Institute of Technology,0.12,US,CE/CS
149,0.1,3.5,33,11,Iowa State University,0.45,US,CE/CS
35,0.8,8.9,64,26,Santa Barbara (UCSB),0.6,US,CE/CS
238,1.3,1.3,17,37,Duke University,0.3,US,CE/CS
240,2.7,1.7,57,45,George Washington University,0.12,US,CE/CS
239,3.8,7.8,43,96,University of Oklahoma,0.75,US,CE/CS
67,2.0,5.0,80,93,Berkeley,0.22,US,CE/CS
268,1.8,4.2,52,50,University of California,0.1,US,CE/CS
339,1.3,3.0,70,94,University of Oklahoma,0.37,US,CE/CS
9,2.1,0.7,55,50,University of Kansas,0.04,US,CE/CS
44,1.5,1.9,23,76,Texas A&M University,0.5,US,CE/CS
189,2.4,1.3,95,76,University of New Hampshire,0.0,US,CE/CS
236,3.1,3.9,39,97,University of Florida,0.38,US,CE/CS
302,0.0,4.9,40,86,University of Oregon,0.85,US,CE/CS
257,1.9,1.2,26,38,University of California,0.29,US,CE/CS
265,1.7,8.1,42,97,University of Miami,0.85,US,CE/CS
22,1.6,5.4,9,76,Rutgers,0.53,US,CE/CS
324,2.8,1.2,95,17,The State University of New Jersey,0.79,US,CE/CS
34,3.5,5.7,25,85,University of Nebraska-Lincoln,0.42,US,CE/CS
249,2.6,3.9,68,43,Purdue University,0.09,US,CE/CS
329,2.3,1.3,76,55,University of Southern California (USC),0.82,US,CE/CS
112,0.2,7.2,8,0,The State University of New Jersey,0.28,US,CE/CS
311,2.6,3.6,96,43,Boston University,0.37,US,CE/CS
319,2.4,5.6,46,97,University of California,0.15,US,CE/CS
100,3.0,2.7,24,42,University of New Hampshire,0.87,US,CE/CS
25,4.0,4.3,84,88,University of California,0.79,US,CE/CS
49,3.5,4.4,13,77,Case Western Reserve University,0.11,US,CE/CS
265,0.2,6.7,47,36,Emory University,0.82,US,CE/CS
212,0.7,8.9,19,53,Johns Hopkins University,0.75,US,CE/CS
102,2.6,1.7,46,23,Virginia Tech,0.29,US,CE/CS
245,1.1,8.4,14,0,Purdue University,0.84,US,CE/CS
247,3.6,7.7,100,95,University of Virginia,0.28,US,CE/CS
222,3.1,7.8,42,31,Brown University,0.08,US,CE/CS
220,1.8,2.5,25,19,University of New Hampshire,0.89,US,CE/CS
6,2.8,5.4,91,59,University of Kansas,0.94,US,CE/CS
160,2.7,5.0,25,26,Pennsylvania State University,0.76,US,CE/CS
223,2.8,0.3,74,11,Berkeley,0.24,US,CE/CS
175,2.4,8.2,7,47,University of California,0.02,US,CE/CS
289,0.9,3.9,45,41,Virginia Tech,0.46,US,CE/CS
223,1.9,6.7,23,82,San Francisco (UCSF),0.37,US,CE/CS
97,0.1,0.2,31,25,Irvine (UCI),0.29,US,CE/CS
297,2.9,1.4,70,88,University of Texas at Austin,0.34,US,CE/CS
0,2.1,4.7,13,93,California Institute of Technology (Caltech),0.48,US,CE/CS
15,1.3,0.3,78,14,Columbia University,0.56,US,CE/CS
173,1.3,2.8,11,3,Riverside,0.06,US,CE/CS
332,3.7,5.8,39,47,Massachusetts Institute of Technology (MIT),0.06,US,CE/CS
228,2.1,2.6,75,87,Auburn University.,0.08,US,CE/CS
48,1.2,6.4,5,42,University of Virginia,0.33,US,CE/CS
99,1.5,3.8,44,5,University of Cincinnati,0.09,US,CE/CS
150,0.5,7.8,73,81,University of Michigan - Ann Arbor,0.92,US,CE/CS
53,0.8,3.0,59,43,University of Miami,0.37,US,CE/CS
123,2.8,0.8,70,94,University of Texas at Austin,0.27,US,CE/CS
98,0.8,7.3,27,97,Auburn University.,0.36,US,CE/CS
114,0.0,2.0,83,81,Duke University,0.3,US,CE/CS
269,1.7,7.5,94,87,Duke University,0.73,US,CE/CS
27,3.3,8.1,7,69,University of Connecticut,0.77,US,CE/CS
257,3.7,2.7,42,77,University of California,0.16,US,CE/CS
297,0.4,0.7,75,57,University of Oklahoma,0.97,US,CE/CS
333,1.5,4.5,52,100,Clemson University,0.36,US,CE/CS
92,2.5,6.5,15,23,University of Pittsburgh,0.79,US,CE/CS
24,2.3,2.5,83,71,Rice University,0.15,US,CE/CS
53,1.4,3.4,63,17,Swiss Federal Institute of Technology (ETH Zurich),0.77,US,CE/CS
245,2.8,1.5,87,38,University of Virginia,0.32,US,CE/CS
137,1.9,8.3,87,46,University of Texas at Austin,0.31,US,CE/CS
211,2.0,3.5,100,26,University of Michigan - Ann Arbor,0.74,US,CE/CS
69,2.3,5.9,9,24,George Washington University,0.92,US,CE/CS
280,0.3,7.0,36,5,Stanford University,0.02,US,CE/CS
260,1.3,4.7,14,21,Florida State University,0.99,US,CE/CS
11,3.2,6.2,85,87,Brown University,0.74,US,CE/CS
20,3.8,2.1,88,4,Michigan State University,0.5,US,CE/CS
129,2.7,5.2,73,7,University of Oregon,0.24,US,CE/CS
25,0.6,7.5,32,61,University of Illinois Urbana-Champaign,0.35,US,CE/CS
222,1.7,3.0,24,66,University of California,0.05,US,CE/CS
330,0.4,1.9,95,79,University of California,0.47,US,CE/CS
57,2.6,8.3,99,11,Swiss Federal Institute of Technology (ETH Zurich),0.96,US,CE/CS
326,0.9,6.7,23,66,Berkeley,0.15,US,CE/CS
140,1.5,6.1,33,27,Massachusetts Institute of Technology (MIT),0.94,US,CE/CS
98,3.8,2.0,68,96,Princeton University,0.98,US,CE/CS
183,3.5,0.2,82,75,University of Chicago,0.67,US,CE/CS
197,3.3,2.5,8,63,University of Wisconsin-Madison,0.42,US,CE/CS
40,0.9,5.4,19,5,Pennsylvania State University,0.19,US,CE/CS
34,3.6,5.9,24,89,Colorado State University,0.32,US,CE/CS
183,1.3,3.0,92,2,Boston University,0.94,US,CE/CS
3,1.7,5.7,21,57,University of Chicago,0.41,US,CE/CS
279,0.3,3.1,63,47,Massachusetts Institute of Technology (MIT),0.59,US,CE/CS
147,1.5,0.4,29,73,University of California,0.99,US,CE/CS
271,0.4,4.4,26,84,University of California,0.5,US,CE/CS
285,1.2,1.4,48,1,University of Pennsylvania,0.19,US,CE/CS
92,3.6,5.2,25,74,Los Angeles (UCLA),0.76,US,CE/CS
114,0.9,2.3,44,24,Stanford University,0.22,US,CE/CS
102,1.4,1.4,53,64,Brown University,0.18,US,CE/CS
103,0.8,1.8,83,88,University of Arizona,0.36,US,CE/CS
18,1.9,7.1,37,95,University of Southern California (USC),0.91,US,CE/CS
310,0.3,1.9,36,96,Princeton University,0.87,US,CE/CS
338,1.8,4.4,47,63,University of Rochester,0.66,US,CE/CS
161,1.7,8.8,18,16,University of California,0.39,US,CE/CS
95,1.0,4.5,88,70,Massachusetts Institute of Technology (MIT),0.71,US,CE/CS
74,2.3,6.5,29,34,University of Minnesota - Twin Cities,0.99,US,CE/CS
172,0.4,1.2,4,98,Purdue University,0.74,US,CE/CS
33,3.2,6.4,75,17,University of Iowa,0.53,US,CE/CS
63,1.5,2.4,27,52,University of Pennsylvania,0.97,US,CE/CS
224,1.6,5.7,97,43,University of California,0.86,US,CE/CS
95,2.5,0.1,23,16,University of California,0.01,US,CE/CS
324,3.9,4.1,72,96,Washington University in St. Louis,0.28,US,CE/CS
284,2.9,4.6,18,43,Rutgers,0.1,US,CE/CS
256,2.0,1.6,31,63,University of Kansas,0.35,US,CE/CS
133,2.6,0.5,57,17,Berkeley,0.07,US,CE/CS
112,0.6,2.2,65,74,College Park,0.43,US,CE/CS
284,2.8,7.5,20,12,Davis (UC Davis),0.13,US,CE/CS
185,3.3,3.4,84,54,Duke University,0.11,US,CE/CS
104,3.3,5.9,94,24,University of California,0.62,US,CE/CS
76,0.6,2.4,45,52,Clemson University,0.13,US,CE/CS
39,2.5,0.8,61,75,University of Alabama,0.02,US,CE/CS
30,1.8,4.2,81,6,Syracuse University,0.85,US,CE/CS
120,2.3,6.2,42,91,Boston University,0.53,US,CE/CS
31,2.4,4.5,9,8,New York University (NYU),0.05,US,CE/CS
170,0.3,0.4,17,25,Texas A&M University,0.69,US,CE/CS
176,1.4,3.5,19,89,Vanderbilt University,0.39,US,CE/CS
123,1.0,6.2,81,86,Florida State University,0.93,US,CE/CS
230,2.7,0.6,5,41,University of Rochester,0.93,US,CE/CS
108,3.2,1.8,47,23,Virginia Tech,0.92,US,CE/CS
288,1.2,8.0,98,48,The State University of New Jersey,0.62,US,CE/CS
286,0.8,7.6,82,69,University of Maryland,0.86,US,CE/CS
301,0.8,8.7,94,23,University of Oregon,0.87,US,CE/CS
260,2.6,8.7,13,58,College Park,0.14,US,CE/CS
34,0.9,4.4,19,62,University of Miami,0.76,US,CE/CS
225,3.9,2.8,95,90,University of Oregon,0.79,US,CE/CS
91,2.0,1.8,39,61,Brown University,0.67,US,CE/CS
180,2.7,4.1,62,4,University of Connecticut,0.79,US,CE/CS
38,1.3,0.4,95,81,Ohio State University,0.71,US,CE/CS
256,2.6,0.2,92,15,University of California,0.06,US,CE/CS
102,3.1,3.6,31,43,California Institute of Technology (Caltech),0.59,US,CE/CS
0,3.7,4.4,67,61,University of Illinois Urbana-Champaign,0.64,US,CE/CS
63,3.5,6.7,37,12,Stanford University,0.96,US,CE/CS
226,0.8,6.6,82,58,University of California,0.8,US,CE/CS
9,4.0,0.9,65,66,New York University (NYU),0.62,US,CE/CS
117,1.6,0.8,99,95,University of California,0.84,US,CE/CS
59,2.3,7.0,99,76,University of South Carolina,0.12,US,CE/CS
196,3.1,2.1,55,99,Syracuse University,0.82,US,CE/CS
208,1.9,3.6,83,100,Massachusetts Institute of Technology (MIT),0.01,US,CE/CS
242,1.2,4.5,53,82,The State University of New Jersey,0.17,US,CE/CS
34,3.5,2.5,73,46,University of California,0.09,US,CE/CS
191,2.7,7.2,60,57,University of Oklahoma,0.65,US,CE/CS
335,0.5,2.4,5,52,Auburn University.,0.67,US,CE/CS
295,2.1,3.3,78,78,University of Chicago,0.21,US,CE/CS
237,1.0,5.3,2,88,University of California,0.98,US,CE/CS
296,3.6,1.9,72,93,University of Cincinnati,0.89,US,CE/CS
14,3.9,5.4,88,67,Purdue University,0.31,US,CE/CS
254,3.8,6.0,26,70,Riverside,0.93,US,CE/CS
174,0.7,2.8,19,80,University of Minnesota - Twin Cities,0.2,US,CE/CS
213,2.6,8.1,13,16,Rutgers,0.39,US,CE/CS
260,3.5,7.2,37,21,University of Delaware,0.82,US,CE/CS
188,2.4,4.1,57,1,Los Angeles (UCLA),0.21,US,CE/CS
135,3.7,7.0,3,11,Riverside,0.61,US,CE/CS
299,3.7,3.9,23,57,Michigan State University,0.09,US,CE/CS
266,1.4,2.3,30,46,University of Nebraska-Lincoln,0.59,US,CE/CS
253,3.2,0.4,79,15,Rutgers,0.14,US,CE/CS
219,3.5,1.0,89,16,University of North Carolina at Chapel Hill,0.63,US,CE/CS
159,0.7,2.8,90,23,Georgia Institute of Technology,0.07,US,CE/CS
253,2.7,8.8,24,22,University of Pittsburgh,0.77,US,CE/CS
324,2.1,4.3,13,65,University of Oklahoma,0.63,US,CE/CS
167,3.3,6.2,10,16,University of California,0.05,US,CE/CS
149,1.3,5.4,47,6,University of Rochester,0.44,US,CE/CS
253,0.0,1.2,60,99,University of Pittsburgh,0.1,US,CE/CS
113,2.9,4.1,8,26,University of Southern California (USC),0.59,US,CE/CS
244,2.4,1.1,40,42,University of Colorado Boulder,0.36,US,CE/CS
302,2.0,0.1,54,65,University of Maryland,0.74,US,CE/CS
160,2.6,4.7,60,96,Harvard University,0.2,US,CE/CS
153,0.5,2.7,47,19,Stanford University,0.28,US,CE/CS
2,0.2,1.4,60,8,University of California,0.17,US,CE/CS
206,1.8,5.9,71,81,University of Delaware,0.21,US,CE/CS
58,3.7,6.5,45,39,University of California,0.29,US,CE/CS
288,2.3,8.9,1,7,University of Cincinnati,0.3,US,CE/CS
249,1.8,4.7,34,85,University of Oregon,0.92,US,CE/CS
91,0.7,5.0,48,33,San Diego (UCSD),0.81,US,CE/CS
146,3.2,7.6,58,1,University of Chicago,0.4,US,CE/CS
167,3.7,3.2,39,10,University of North Carolina at Chapel Hill,0.87,US,CE/CS
169,2.8,4.7,28,25,University of New Hampshire,0.2,US,CE/CS
199,0.4,1.0,83,28,University of Florida,0.18,US,CE/CS
275,3.9,1.3,67,33,Michigan State University,0.48,US,CE/CS
